id,name,description,img_url,category,inventory,price
36,Lezyne Sport Floor Pump,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""p1"">The Lezyne Sport Floor Drive is a high pressure floor pump with a steel barrel and piston, a varnished wood handle and Composite Matrix base and connectors. The ABS Flip-Thread Chuck and long rubber hose easily reach both Presta and Schrader valves on a stand. The included Speed Chuck makes this pump compatible with disc wheels. The 2.5x oversized gauge is precise and easy to read. The barrel is painted for durability and a stylish look.</p>
<p class=""p1""><strong>Features include:</strong></p>
<ul>
<li><span style=""line-height: 1.2;"">Built-in pressure gauge</span></li>
<li><span style=""line-height: 1.2;"">Steel piston and barrel with aluminum base</span></li>
<li><span style=""line-height: 1.2;"">Comfortable varnished wood handle</span></li>
<li><span style=""line-height: 1.2;"">160psi/11bar</span></li>
<li><span style=""line-height: 1.2;"">3 lbs.</span></li>
</ul>
<p class=""p1""> </p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/pumpmultibig.jpeg?v=1438625971,"Accessories, Presta Valve, Pumps, Schrader valve, Tools and Maintenance",80,73.95
37,Multicolor Bar Tape,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Pure Fix Bar tape for our <a href=""/products/bull-horn-bars"">bull horn</a> and <a href=""/products/pure-fix-drop-bars"">drop</a> handlebars.  This tape is the highest quality and of course, the end caps are included. </p>
<p>We highly recommend having your bars wrapped professionally.</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/camo_tape_0003_red_white_black.jpeg?v=1438625965,"Bars and Tape, Bars Tape Grips and Stems, Blue, Brown, Camo, Cream, Green, Grips and Tape, Handlebar Tape, Orange, Parts, Red, Tape, White, Yellow",51,120.95
38,Sealed Cartridge Bottom Bracket,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This is the perfect bottom bracket to fit your <a href=""http://purefixcycles.com/collections/frame-sets"">Pure Fix frame set</a>.  It has sealed bearings and rings in at 68mm x 110.5mm. </p>
<table>
<thead>
<tr>
<th><strong>VP Bottom Bracket</strong></th>
<th>Specifications</th>
</tr>
</thead>
<tbody>
<tr>
<td><strong>BB Shell Width</strong></td>
<td>68 mm</td>
</tr>
<tr>
<td><strong>Weight</strong></td>
<td>334 g</td>
</tr>
<tr>
<td><strong>BB Thread Type</strong></td>
<td>English</td>
</tr>
<tr>
<td><strong>Spindle Interface</strong></td>
<td>Square Taper</td>
</tr>
<tr>
<td><strong>Spindle Length</strong></td>
<td>110.5 mm</td>
</tr>
</tbody>
</table></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/Bottom-Bracket_68-x-110_Front_WEB.jpeg?v=1438625963,"Bottom Bracket, Bottom Brackets, Drivetrain, Neco, Parts",52,150.95
39,Neco Head Set,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This neco 1 1/8"" threadless headset will be perfect for your <a href=""http://purefixcycles.com/collections/frame-sets"">Pure Fix Frame Set</a>.</p>
<h3></h3></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/head-set_1.jpeg?v=1438625961,"Headset, Headsets, Neco, Parts",84,156.95
40,Oury Grip Set,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The most durable grips around! Oury grips are known for being the nicest, toughest, most comfortable grips on the market. No one can match the quality of these American-made grips.</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/all_1_1200.jpeg?v=1438625960,"Bars and Tape, Bars Tape Grips and Stems, Black, Blue, Glow, Glow In The Dark, Glow Series, Green, Grey, Grips, Grips and Tape, Orange, Parts, Purple, Red, White, Yellow",53,61.95
41,Pedro's Trixie Multitool,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This tool is specifically designed with the fixed-gear rider in mind. It is made from heat-treated steel and has a lifetime warranty! This is the perfect tool to keep your fixie riding right and has the following features:</p>
<ul>
<li>15mm box end wrench</li>
<li>Lock ring hook</li>
<li>8, 9, 10mm box end wrenches</li>
<li>5mm hex</li>
<li>Beer bottle opener</li>
</ul>
<p> </p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/petrx2_2.jpeg?v=1438625959,"15mm, 5mm, Accessories, Essential, Essentials, Safety Gear, Tool, Tools, Tools and Maintenance",96,40.95
42,PF Scoot Scoot,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""p1"">Don't get us wrong, nothing gets our juices flowing like 700C's, but after using these 4.5""ers to get around our office, we thought we'd make our own! Able to rotate a full 360 degrees, these scooters will take your in-office commute game to the next level! </p>
<p class=""p1"">In 3 stunning colorways, these white-gold coated scooters come in at only $599!</p>
<p class=""p1"">While supplies last!</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/scooterred_1.jpeg?v=1438625957,,51,127.95
43,Pista Bars,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>These 42cm alloy pista handlebars are perfect for your fixie.  Designed by Pure Fix Cycles in California.</p>
<p>List of Specs:</p>
<ul>
<li>17.5"" Wide</li>
<li>7"" High</li>
<li>These bars will fit any stem with dimensions: 1 1/8"", 26mm/90mm extension</li>
<li>These bars are not compatible with our <a href=""/products/rear-brake-kit"" title=""Fixed Gear Brakes"">brake kits</a>.</li>
</ul></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/PistaBar_Chrome_3RD_WEB.jpeg?v=1438625953,"Alloy, Bars, Bars and Stems, Bars and Tape, Bars Tape Grips and Stems, Black, Gold, Handle Bars, Handlebars, Parts, Pure Fix Cycles, White",66,1.95
44,Pure Fix 1940's Pullover,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Introducing our new Pure Fix Crewneck, perfect for those chilly city nights. Printed on two-tone Alternative Apparel 100% cotton, these pullovers are sure to keep you warm any time of the year.</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/raglan_1201.jpeg?v=1438625948,"1940S, Accessories, Apparel, Clothes, Grey, Shirts, Sweatshirt, Sweatshirts",75,67.95
45,Pure Fix 1940's Tee,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""p1"">Ready, set, RETRO! Our newest T's are based on the original 1940's Pure Fix logo, or at least what our logo might have looked like if we'd been around in the 1940's. Printed on Alternative Apparel 100% cotton, these are perfect for cruising on your bike, traveling through time, or both.</p>
<p class=""p1""> </p>
<h3 style=""margin-bottom: 0.5em; padding: 0px; border: 0px; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: 14px; line-height: inherit; vertical-align: baseline; text-transform: uppercase; text-align: center; color: #635d52;"">MEN'S SIZE CHART</h3>
<table style=""margin: 10px 0px; padding: 0px; border: 0px; font-family: courier, 'courier new', monospace; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline; border-collapse: collapse; border-spacing: 0px; width: 565px;"">
<thead style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline;"">
<tr style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline;"">
<th style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle; text-align: right; background-color: #aaaaaa; color: #fffdf4; text-transform: uppercase;""> </th>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: bold; line-height: inherit; vertical-align: middle; text-transform: uppercase;"">S</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: bold; line-height: inherit; vertical-align: middle; text-transform: uppercase;"">M</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: bold; line-height: inherit; vertical-align: middle; text-transform: uppercase;"">L</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: bold; line-height: inherit; vertical-align: middle; text-transform: uppercase;"">XL</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; font-weight: bold; line-height: inherit; vertical-align: middle; text-transform: uppercase;"">XXL</td>
</tr>
</thead>
<tbody style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline;"">
<tr style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline;"">
<th style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle; text-align: right; background-color: #aaaaaa; color: #fffdf4; text-transform: uppercase;"">CHEST</th>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">36 - 38</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">39 - 41</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">42 - 44</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">45 - 47</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">48 - 50</td>
</tr>
<tr style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline;"">
<th style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle; text-align: right; background-color: #aaaaaa; color: #fffdf4; text-transform: uppercase;"">WAIST</th>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">29 - 31</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">32 - 34</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">35 - 37</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">38 - 40</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: solid; border-bottom-color: #aaaaaa; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">41 - 43</td>
</tr>
<tr style=""margin: 0px; padding: 0px; border: 0px; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: baseline;"">
<th style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: none; font-family: futura, futura-pt, helvetica, arial, verdana, sans-serif; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle; text-align: right; background-color: #aaaaaa; color: #fffdf4; text-transform: uppercase;"">HIP</th>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: none; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">34 - 36</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: none; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">37 - 39</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: none; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">40 - 42</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: none; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">43 - 45</td>
<td style=""margin: 0px; padding: 5px 10px; border-top-width: 0px; border-right-width: 0px; border-left-width: 0px; border-bottom-style: none; font-family: inherit; font-size: inherit; font-style: inherit; font-variant: inherit; line-height: inherit; vertical-align: middle;"">46 - 48</td>
</tr>
</tbody>
</table></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/Tshirt_Pure-Fix_Black_Front_WEB.jpeg?v=1438625943,"1940S, Accessories, Apparel, Black, Clothes, Concrete, Grey, Shirt, Shirts",50,95.95
